bob_constant,alpha_coupling,g_nonlinear,caputo_alpha,phi,plv,entropy,reynolds,stability,max_density,mean_density
2.335721469090121e-12,0.8999999999999999,0.0031622776601683794,0.8,3.9999115131275136e-12,0.9999999999999885,11.999999994080163,593.4331386593807,0.9999999999899776,0.0002441406627255327,0.000244140625
6.1584821106602544e-12,1.3,9.999999999999999e-05,0.5,3.9999115131275136e-12,0.9999999999998328,11.999999994080143,1568.182612464905,0.9999999999610971,0.0002441407760378071,0.0002441406250000001
8.858667904100832e-13,0.7999999999999999,0.061054022965853265,0.6,3.9999115131275136e-12,0.9999999999999984,11.999999994080163,226.8023909876584,0.9999999999965945,0.00024414063767327264,0.00024414062500000005
7.847599703514622e-14,0.7999999999999999,0.061054022965853265,0.55,3.9999115131275136e-12,1.0,11.999999994080165,20.09042712869496,0.9999999999997011,0.0002441406262327112,0.000244140625
3.792690190732238e-12,0.7,0.0019306977288832496,0.55,3.9999115131275136e-12,0.999999999999982,11.999999994080161,953.1731148288735,0.9999999999872313,0.0002441406825388158,0.00024414062500000005
6.1584821106602544e-12,1.4,0.00026826957952797245,0.5,3.9999115131275136e-12,0.9999999999998082,11.999999994080142,1568.5463483525307,0.9999999999578555,0.0002441407908759922,0.00024414062499999995
1.6237767391887241e-15,0.3,0.0011787686347935866,0.65,3.9999115131275136e-12,0.9999999999999999,11.999999994080163,0.4168925231014494,0.9999999999999978,0.00024414062500808023,0.000244140625
2.0691380811147902e-13,0.3,0.0007196856730011522,0.85,3.9999115131275136e-12,1.0,11.999999994080163,52.557173792282654,0.9999999999997136,0.00024414062605229703,0.00024414062500000005
1e-11,0.3,0.0011787686347935866,0.6,3.9999115131275136e-12,0.9999999999999767,11.99999999408016,2520.273355462638,0.9999999999859601,0.0002441406728899953,0.0002441406250000001
6.1584821106602544e-12,0.4,0.0007196856730011522,0.6,3.9999115131275136e-12,0.9999999999999849,11.999999994080163,1555.04228847655,0.9999999999882005,0.0002441406664614986,0.000244140625
1.6237767391887241e-15,1.4,0.00026826957952797245,0.8,3.9999115131275136e-12,1.0,11.999999994080163,0.4116332191923005,0.9999999999999896,0.0002441406250354225,0.00024414062500000005
8.858667904100832e-13,0.5,0.09999999999999999,0.85,3.9999115131275136e-12,0.9999999999999993,11.999999994080163,224.04451104614182,0.9999999999979845,0.0002441406323258083,0.000244140625
3.359818286283788e-13,0.7,0.00026826957952797245,0.5,3.9999115131275136e-12,1.0,11.999999994080163,87.38583733457311,0.9999999999988536,0.0002441406287468651,0.00024414062500000005
1.2742749857031322e-13,0.7,0.00026826957952797245,0.5,3.9999115131275136e-12,1.0,11.999999994080163,31.901037912354102,0.9999999999995783,0.0002441406266533449,0.00024414062500000005
1e-15,1.3,0.00016378937069540646,0.5,3.9999115131275136e-12,1.0,11.999999994080165,0.25451702642221896,0.9999999999999938,0.0002441406250245615,0.000244140625
7.847599703514622e-14,1.4,0.0007196856730011522,0.8,3.9999115131275136e-12,1.0,11.999999994080161,19.523030387363562,0.9999999999994855,0.00024414062678147135,0.00024414062500000005
1.1288378916846882e-14,1.5,0.013894954943731374,0.75,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,2.8605567713280737,0.9999999999999192,0.00024414062529583497,0.00024414062500000005
1.2742749857031322e-13,0.7999999999999999,0.09999999999999999,0.8,3.9999115131275136e-12,0.9999999999999998,11.999999994080165,31.884166448868463,0.9999999999995186,0.00024414062656166735,0.00024414062499999997
4.2813323987193956e-15,0.8999999999999999,0.013894954943731374,0.65,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,1.089858349655782,0.9999999999999816,0.0002441406250693576,0.000244140625
1.438449888287666e-12,0.5,0.00016378937069540646,0.7,3.9999115131275136e-12,0.9999999999999987,11.999999994080163,363.90351040672175,0.9999999999965952,0.0002441406364227576,0.000244140625
7.847599703514622e-14,1.5,0.02275845926074789,0.55,3.9999115131275136e-12,1.0,11.999999994080163,19.85127680572514,0.9999999999994376,0.0002441406267273635,0.00024414062500000005
8.858667904100832e-13,1.5,0.0011787686347935866,0.5,3.9999115131275136e-12,0.9999999999999953,11.999999994080163,228.95401981480606,0.9999999999934219,0.00024414064685391164,0.000244140625
2.6366508987303554e-15,0.1,0.0019306977288832496,0.65,3.9999115131275136e-12,1.0,11.999999994080163,0.662418774890128,0.9999999999999989,0.00024414062500512296,0.00024414062500000005
4.8329302385717516e-14,0.4,0.0031622776601683794,0.65,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,12.14234626745788,0.9999999999999079,0.0002441406253085209,0.00024414062500000005
4.8329302385717516e-14,0.3,0.09999999999999999,0.55,4.000022535429977e-12,1.0,11.999999994080163,12.585587677903508,0.999999999999929,0.0002441406252249829,0.00024414062499999997
8.858667904100832e-13,0.9999999999999999,0.00043939705607607906,0.5,3.9999115131275136e-12,0.999999999999998,11.999999994080163,227.9147640043825,0.9999999999956644,0.0002441406422178874,0.00024414062500000005
3.792690190732238e-12,0.7,0.0019306977288832496,0.95,3.9999115131275136e-12,0.9999999999999816,11.999999994080163,957.5741401825888,0.9999999999881273,0.000244140670246175,0.000244140625
1.8329807108324375e-14,0.8999999999999999,0.00026826957952797245,0.75,3.9999115131275136e-12,1.0,11.999999994080166,4.720455972751661,0.9999999999999232,0.00024414062528141573,0.000244140625
4.8329302385717516e-14,0.6,0.013894954943731374,0.5,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,12.393259061973183,0.9999999999998612,0.0002441406255268727,0.000244140625
2.335721469090121e-12,0.1,0.0031622776601683794,0.6,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,593.7198877491326,0.999999999998878,0.00024414062900903204,0.000244140625
4.8329302385717516e-14,0.9999999999999999,0.061054022965853265,0.8999999999999999,3.9999115131275136e-12,1.0,11.999999994080163,12.455841544959775,0.9999999999997824,0.0002441406257538901,0.000244140625
1e-15,0.4,0.02275845926074789,0.7,3.9999115131275136e-12,0.9999999999999998,11.999999994080165,0.2562839854363698,0.999999999999998,0.00024414062500744316,0.000244140625
3.792690190732238e-12,1.2,0.0007196856730011522,0.95,4.000022535429977e-12,0.9999999999999467,11.999999994080158,963.266364064971,0.999999999978874,0.00024414069680697654,0.000244140625
1.8329807108324375e-14,0.1,0.005179474679231213,0.95,3.9999115131275136e-12,1.0,11.999999994080163,4.612730750776661,0.9999999999999918,0.0002441406250293848,0.0002441406250000001
1e-15,0.7999999999999999,0.0007196856730011522,0.85,3.9999115131275136e-12,1.0,11.999999994080163,0.25141469009517975,0.9999999999999962,0.0002441406250119167,0.000244140625
7.847599703514622e-14,0.8999999999999999,0.09999999999999999,0.85,3.9999115131275136e-12,1.0,11.999999994080163,20.0348250741684,0.9999999999996756,0.0002441406260844484,0.00024414062500000005
1.2742749857031322e-13,0.3,0.005179474679231213,0.6,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,32.851738134104,0.9999999999998161,0.0002441406256739083,0.00024414062500000005
8.858667904100832e-13,0.6,0.09999999999999999,0.75,3.9999115131275136e-12,0.9999999999999991,11.999999994080163,224.3578482032198,0.9999999999974125,0.0002441406341544462,0.00024414062500000005
1.2742749857031322e-13,1.3,0.013894954943731374,0.7,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,32.37586144628637,0.9999999999992193,0.0002441406280995191,0.00024414062499999997
1e-15,0.6,0.005179474679231213,0.8999999999999999,3.9999115131275136e-12,1.0,11.999999994080163,0.2532296206603259,0.9999999999999971,0.00024414062500949826,0.000244140625
8.858667904100832e-13,0.3,0.0011787686347935866,0.85,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,223.63867759559812,0.999999999998781,0.00024414062966562607,0.00024414062500000005
6.1584821106602544e-12,0.3,0.0031622776601683794,0.55,3.9999115131275136e-12,0.9999999999999913,11.999999994080163,1598.4177482242683,0.99999999999115,0.0002441406575293412,0.000244140625
1.8329807108324375e-14,0.7999999999999999,0.005179474679231213,0.95,3.9999115131275136e-12,1.0,11.999999994080163,4.558069474601094,0.9999999999999329,0.00024414062524004095,0.0002441406250000001
4.2813323987193956e-15,1.0999999999999999,0.013894954943731374,0.75,3.9999115131275136e-12,1.0000000000000002,11.999999994080165,1.0992919930627403,0.9999999999999782,0.00024414062507669863,0.000244140625
2.976351441631313e-14,0.8999999999999999,0.02275845926074789,0.95,3.9999115131275136e-12,1.0,11.999999994080163,7.467083622848085,0.9999999999998745,0.00024414062550015536,0.00024414062500000005
4.2813323987193956e-15,1.0999999999999999,0.0031622776601683794,0.8999999999999999,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,1.104347516901235,0.999999999999978,0.00024414062508555765,0.00024414062500000005
1.2742749857031322e-13,1.4,0.0031622776601683794,0.8999999999999999,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,32.120531495872875,0.9999999999991911,0.00024414062811341415,0.00024414062500000005
1.6237767391887241e-15,0.8999999999999999,0.061054022965853265,0.95,3.9999115131275136e-12,1.0000000000000002,11.999999994080165,0.4067602506236706,0.9999999999999933,0.0002441406250245947,0.000244140625
1.2742749857031322e-13,0.6,0.005179474679231213,0.55,3.9999115131275136e-12,1.0,11.999999994080163,32.79298450563364,0.9999999999996332,0.00024414062632038716,0.0002441406250000001
4.2813323987193956e-15,0.8999999999999999,0.008483428982440717,0.8999999999999999,3.9999115131275136e-12,1.0,11.999999994080165,1.0789019273578095,0.999999999999982,0.00024414062506701443,0.00024414062499999995
1.6237767391887241e-15,0.4,0.0031622776601683794,0.5,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,0.40545260596785343,0.9999999999999969,0.00024414062500944763,0.00024414062499999997
1.8329807108324375e-14,0.2,0.0031622776601683794,0.95,3.9999115131275136e-12,1.0000000000000002,11.999999994080165,4.680171436805607,0.9999999999999831,0.0002441406250643283,0.000244140625
3.792690190732238e-12,0.4,0.008483428982440717,0.5,3.9999115131275136e-12,0.9999999999999939,11.999999994080161,956.312361574336,0.9999999999926388,0.00024414065678938606,0.0002441406250000001
2.976351441631313e-14,0.6,0.013894954943731374,0.95,4.000022535429977e-12,1.0000000000000002,11.999999994080163,7.550441467269088,0.9999999999999185,0.0002441406252868192,0.000244140625
2.976351441631313e-14,0.9999999999999999,0.0007196856730011522,0.75,3.9999115131275136e-12,1.0,11.999999994080163,7.4804357089563,0.9999999999998586,0.00024414062550715346,0.000244140625
8.858667904100832e-13,0.7999999999999999,0.0031622776601683794,0.65,3.9999115131275136e-12,0.9999999999999987,11.999999994080163,228.76447740499512,0.9999999999965961,0.0002441406363359684,0.000244140625
1.8329807108324375e-14,1.4,0.0011787686347935866,0.7,3.9999115131275136e-12,1.0,11.999999994080163,4.698685812715949,0.9999999999998803,0.0002441406254156083,0.000244140625
1.2742749857031322e-13,1.4,0.005179474679231213,0.5,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,32.591461802970926,0.9999999999991329,0.00024414062805386077,0.00024414062500000005
3.359818286283788e-13,1.2,0.005179474679231213,0.65,3.9999115131275136e-12,0.9999999999999996,11.999999994080163,86.3920081557277,0.999999999998098,0.0002441406317447078,0.000244140625
1.8329807108324375e-14,0.8999999999999999,0.00026826957952797245,0.55,3.9999115131275136e-12,1.0,11.999999994080163,4.7673028265312904,0.999999999999921,0.00024414062528050067,0.00024414062500000005
3.792690190732238e-12,1.4,0.013894954943731374,0.6,3.9999115131275136e-12,0.9999999999999273,11.999999994080156,968.6401607501199,0.9999999999747047,0.00024414071885803235,0.000244140625
3.359818286283788e-13,1.3,0.0011787686347935866,0.6,3.9999115131275136e-12,0.9999999999999996,11.999999994080163,85.73680273067652,0.9999999999979441,0.0002441406314369376,0.000244140625
3.792690190732238e-12,0.7999999999999999,0.0007196856730011522,0.8,3.9999115131275136e-12,0.9999999999999771,11.999999994080161,942.1398726002674,0.9999999999861711,0.00024414067646686115,0.00024414062499999995
1e-15,0.3,0.00016378937069540646,0.65,3.9999115131275136e-12,1.0,11.999999994080163,0.25110642143757206,0.9999999999999984,0.000244140625005144,0.00024414062499999997
5.455594781168514e-13,0.8999999999999999,0.013894954943731374,0.75,3.9999115131275136e-12,0.9999999999999993,11.999999994080163,138.38324052899318,0.9999999999977642,0.0002441406324063988,0.000244140625
4.8329302385717516e-14,0.3,0.09999999999999999,0.8999999999999999,3.9999115131275136e-12,1.0,11.999999994080165,12.077481848161923,0.9999999999999325,0.0002441406252458345,0.000244140625
2.976351441631313e-14,0.2,0.00043939705607607906,0.65,3.9999115131275136e-12,1.0,11.999999994080163,7.491987017988712,0.9999999999999725,0.0002441406251220352,0.00024414062500000005
1.438449888287666e-12,1.2,9.999999999999999e-05,0.8,3.9999115131275136e-12,0.9999999999999925,11.999999994080163,361.0085166207114,0.9999999999919984,0.0002441406544800047,0.000244140625
2.335721469090121e-12,0.4,0.061054022965853265,0.5,3.9999115131275136e-12,0.9999999999999978,11.999999994080163,590.0766894580998,0.999999999995574,0.0002441406401383385,0.000244140625
3.792690190732238e-12,0.7999999999999999,0.0019306977288832496,0.65,3.9999115131275136e-12,0.9999999999999764,11.999999994080163,984.0677551377211,0.9999999999856559,0.00024414067602314887,0.00024414062499999997
1.2742749857031322e-13,0.7999999999999999,9.999999999999999e-05,0.6,3.9999115131275136e-12,1.0,11.999999994080161,32.56991146864472,0.9999999999995233,0.00024414062685311033,0.0002441406250000001
2.6366508987303554e-15,0.2,0.061054022965853265,0.6,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,0.6635396971869344,0.9999999999999976,0.00024414062500868435,0.00024414062500000005
6.9519279617755915e-15,0.7999999999999999,0.00043939705607607906,0.55,3.9999115131275136e-12,1.0,11.999999994080163,1.809633791937012,0.9999999999999731,0.00024414062508880516,0.000244140625
2.6366508987303554e-15,0.6,0.00043939705607607906,0.85,3.9999115131275136e-12,1.0,11.999999994080163,0.6674301584279357,0.9999999999999927,0.00024414062502591395,0.000244140625
2.0691380811147902e-13,1.4,0.008483428982440717,0.65,3.9999115131275136e-12,0.9999999999999998,11.999999994080165,52.354201462232766,0.9999999999986362,0.0002441406296079823,0.00024414062499999995
1e-15,1.2,0.061054022965853265,0.75,3.9999115131275136e-12,1.0000000000000002,11.999999994080163,0.2507221953232669,0.9999999999999944,0.000244140625025428,0.00024414062499999995
1.8329807108324375e-14,0.3,0.00026826957952797245,0.5,3.9999115131275136e-12,1.0,11.999999994080163,4.673115389536018,0.999999999999974,0.00024414062508725887,0.000244140625
8.858667904100832e-13,0.4,0.09999999999999999,0.8,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,230.63292360081283,0.9999999999983313,0.00024414063072888747,0.00024414062500000005
7.847599703514622e-14,1.5,0.00043939705607607906,0.8,3.9999115131275136e-12,1.0,11.999999994080163,20.26200324555533,0.9999999999994775,0.0002441406267917926,0.00024414062500000005
2.6366508987303554e-15,1.5,0.00026826957952797245,0.8999999999999999,3.9999115131275136e-12,1.0,11.999999994080163,0.6693995845629618,0.9999999999999818,0.00024414062506087676,0.00024414062500000005
2.0691380811147902e-13,0.6,0.0011787686347935866,0.85,4.000022535429977e-12,1.0,11.999999994080163,52.67702815688078,0.999999999999422,0.00024414062711241517,0.000244140625
1.438449888287666e-12,0.4,0.0011787686347935866,0.75,3.9999115131275136e-12,0.9999999999999991,11.999999994080163,367.5703263663912,0.9999999999973501,0.0002441406340940325,0.000244140625
5.455594781168514e-13,0.6,0.061054022965853265,0.95,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,138.18141389626877,0.9999999999984968,0.0002441406302128966,0.00024414062500000005
1e-11,0.1,0.061054022965853265,0.85,3.9999115131275136e-12,0.9999999999999974,11.999999994080163,2561.608853702639,0.9999999999953821,0.00024414064224653113,0.00024414062500000005
2.6366508987303554e-15,0.2,0.09999999999999999,0.7,3.9999115131275136e-12,0.9999999999999998,11.999999994080163,0.6772444535009586,0.9999999999999976,0.0002441406250083796,0.000244140625
3.792690190732238e-12,0.6,0.0031622776601683794,0.85,3.9999115131275136e-12,0.9999999999999866,11.99999999408016,963.0459709477703,0.9999999999895415,0.0002441406621124235,0.00024414062500000005
